val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.008327483963269194,60.96643293915187,0.024204843760925833,138125.22708501059
0.00753834597397701,55.1031680756792,0.009210119068433168,59655.92259857566
0.007050788079108325,28.033246116343992,0.008387870119663618,45822.753582729536
0.0061649941686052435,44.40605500915056,0.00756027261085682,40766.07339764921
0.0063341834263967054,56.91992249280444,0.006727235507662014,49902.24473058435
0.004996633969946432,36.09791772837504,0.005613174076365717,35591.298352632686
0.004752545902424116,64.46251572557465,0.0051390396505594255,27775.50025247115
0.004008886549181297,40.912540425984595,0.004789820070930962,32605.237727226646
0.003952042063204979,29.16078495427698,0.004356533689329685,44427.67675023121
0.003883657908751833,28.554571367474633,0.004405131272687498,25334.3137565799
0.0036601814283369286,23.232813852305277,0.004052351385291855,32962.150802358854
0.004561437299872502,65.82960441608968,0.003949355030463913,30545.730186319382
0.004291951708414216,22.801009945513965,0.0038290938502019744,45273.867128325895
0.0034562327957695354,45.89195148497437,0.0036907926741671765,37893.81028364175
0.004790391629336732,54.025618300646315,0.0035344064556441066,34539.23535300045
0.003601920903495161,23.809621291172842,0.0035523702173920002,43093.0817454503
0.0033104709920576346,24.947425577511826,0.003445642583893012,34020.3441110964
0.0036613641559340273,29.38523289599578,0.0033625464456440027,27591.623842016186
0.0032702369560370257,27.124912722864618,0.00336665887170929,26409.722765482238
0.0032070200210365355,24.637611178322132,0.003250796975725788,37723.762716988
0.0030874396934099783,30.267826752062014,0.003250070335848604,36212.1766699992
0.0031796170908545925,33.69415593085988,0.00313963200972747,32849.70312868564
0.0032769605884888716,46.85233631477258,0.003133569748440789,16779.57121927966
0.0030729180527491865,34.237727912961674,0.003105166195812872,37159.37237332826
0.0030854948189416014,20.53645866021399,0.0030601938786142964,29693.029782948382
0.0031322782971731035,37.59404135853588,0.003044958471873049,33321.23821556195
0.0029455104849964455,27.951864860358153,0.0029965894725805116,28526.878651835814
0.00309172899649026,46.78335780165802,0.002938859795330692,25271.396583355403
0.002896914041330583,31.333418956452594,0.002993280830303744,30212.697362565123
0.0030177699480981477,25.83207762455879,0.002881421061958802,17417.152592501883
0.003037901764022124,31.476568383851824,0.0029274308509114437,34906.818998779294
0.002999151773765147,36.44464177031137,0.0028906729890002033,28374.293185238854
0.003123928939416085,25.430756649811656,0.0029008907536202566,36524.819471184164
0.002919036584396327,20.95157312427511,0.0028539476546190555,35020.54218350323
0.0029960268956386415,34.05749823562897,0.0028535262208305677,24910.614317792213
0.0031855402000794297,25.319876707611478,0.0028658762413503254,29089.158272953875
0.003187025442317243,19.251473963720326,0.0028325601386821877,33106.43402008729
0.003000230183657307,40.88615036991384,0.002801895701436926,33154.8845135542
0.0028733252086808334,33.03236430347119,0.002796544323249136,33694.496717896545
0.0029336663805771914,28.773431464148672,0.0027947332497875567,25408.33508222625
